size,rerun,setup,run
1104.6510569032907,0,1175.8065969186064,169.59563730938564
1104.6510569032907,1,1165.8269749093683,161.20927861076626
1104.6510569032907,2,1171.1209543641962,159.1163099890901
1104.6510569032907,3,1088.7266096241015,149.30144589038204
1104.6510569032907,4,1062.042164960975,145.52468763362037
1104.6510569032907,5,1069.6146920026363,145.7808771318619
1104.6510569032907,6,1102.6341688519608,137.04961313702339
1104.6510569032907,7,1166.8589750082917,173.2022060761494
1104.6510569032907,8,1002.8976961337298,152.5839304155541
1104.6510569032907,9,995.9235480967951,146.9513825072197
1104.6510569032907,10,997.1510850565671,147.16864568594042
1104.6510569032907,11,979.9058202456108,136.94641312713105
1104.6510569032907,12,934.6770580154272,133.1660338173907
1104.6510569032907,13,922.075793649626,129.81474928562378
1104.6510569032907,14,909.822150369778,128.05491753798603
1104.6510569032907,15,964.8005977450534,129.25529660041795
1104.6510569032907,16,931.8146156357818,210.52802018036724
1104.6510569032907,17,1184.0408713921213,173.38325872508332
1104.6510569032907,18,1242.0284137926785,164.93172107284772
1104.6510569032907,19,1194.223272368165,160.91959437247198
1104.6510569032907,20,870.6876203027102,129.69525453732737
1104.6510569032907,21,864.49561970917,129.80388612668773
1104.6510569032907,22,861.8993247234575,122.62333806996828
1104.6510569032907,23,860.2535561446482,121.30346425923999
1104.6510569032907,24,1067.812312882499,149.0135721785771
1104.6510569032907,25,822.7457841282518,117.40087441146925
1104.6510569032907,26,828.4245004620643,124.89192776111037
1104.6510569032907,27,809.3261617892693,113.57704246598476
1104.6510569032907,28,819.566499612972,114.48864255336707
1104.6510569032907,29,976.8587041640528,139.30915019571876
1104.6510569032907,30,809.2899512594826,107.77611559414183
1104.6510569032907,31,779.71771684586,118.61754821230521
1104.6510569032907,32,980.1502413216716,138.39664484509177
1104.6510569032907,33,1200.8425572131894,172.2100375599915
1104.6510569032907,34,911.940466362305,129.28788607722603
1104.6510569032907,35,918.7842564920073,127.99517016383783
1104.6510569032907,36,926.4590782803164,128.29933861404683
1104.6510569032907,37,907.3888027681061,121.65651692466113
1104.6510569032907,38,1017.3782869954651,122.78628545400882
1104.6510569032907,39,912.2880874482581,131.22152836784036
1104.6510569032907,40,940.5051427846101,139.29828703678274
1104.6510569032907,41,866.1522514469154,121.35778005392017
1104.6510569032907,42,865.7448829868141,122.44952752699173
1104.6510569032907,43,867.7002515953005,123.66076974835968
1104.6510569032907,44,872.1867362358831,155.48529911472022
1104.6510569032907,45,829.7715321701327,120.85445368988385
1104.6510569032907,46,1196.6711041817518,171.86965857999573
1104.6510569032907,47,815.7734466178064,115.09878998027439
1104.6510569032907,48,765.5494418035357,106.28967334639431
1104.6510569032907,49,789.3913598783995,108.01963140695796
1104.6510569032907,50,824.8876369651401,123.41182235607553
1104.6510569032907,51,723.6095009412368,104.0907889250918
1104.6510569032907,52,707.839815219092,96.99714613986063
1104.6510569032907,53,708.8899205829088,93.8069984656449
1104.6510569032907,54,684.6904235264004,101.01289389321508
1104.6510569032907,55,645.0797249926364,90.20767180483847
1104.6510569032907,56,672.8061276503777,89.99765073207512
1104.6510569032907,57,668.7758956851085,97.49323039793958
1104.6510569032907,58,738.9211234615788,102.88407301994718
1104.6510569032907,59,620.6195121216633,89.24447171250999
