size,rerun,setup,run
1104.6510569032907,0,1184.8012925176436,171.12372166638795
1104.6510569032907,1,1134.2151824055052,159.3842679095123
1104.6510569032907,2,1130.6737925923576,158.34140465165288
1104.6510569032907,3,1057.0351539547073,149.88896173617263
1104.6510569032907,4,1054.5429642421318,146.80110880860454
1104.6510569032907,5,1042.5780999373335,145.7473823918091
1104.6510569032907,6,980.6119255764531,137.53302370967697
1104.6510569032907,7,1027.9943090657057,137.7339921499936
1104.6510569032907,8,1009.5676757204557,137.96211848765037
1104.6510569032907,9,1052.0209008424822,141.60127673122224
1104.6510569032907,10,992.9361793893853,145.35992972309052
1104.6510569032907,11,987.2330209479667,148.02683524188723
1104.6510569032907,12,925.9159203335146,127.38140168395182
1104.6510569032907,13,917.3285931945785,127.32708588927164
1104.6510569032907,14,925.8778992772384,129.56489663009495
1104.6510569032907,15,953.6441335177451,129.1846860673337
1104.6510569032907,16,1001.2084749191763,125.8714225918429
1104.6510569032907,17,919.9954987133752,148.8198458442178
1104.6510569032907,18,880.8718318052435,129.41281240499046
1104.6510569032907,19,862.1491773789865,120.2660325808486
1104.6510569032907,20,1084.5470092234618,146.71782459009495
1104.6510569032907,21,1085.8569251384986,148.10287735443947
1104.6510569032907,22,868.0152832044455,120.65710630254587
1104.6510569032907,23,921.1352251384143,114.43613728517623
1104.6510569032907,24,876.1409260886,131.726665258366
1104.6510569032907,25,826.1287528735821,126.34759105853911
1104.6510569032907,26,826.8665424179878,118.67005348049605
1104.6510569032907,27,819.8335522701495,116.85047435871012
1104.6510569032907,28,902.4116654489125,115.03270576341352
1104.6510569032907,29,830.8207322707048,124.96072776770525
1104.6510569032907,30,791.2951284819397,117.42350599258599
1104.6510569032907,31,917.2634142409623,129.56489663009495
1104.6510569032907,32,770.626158079643,109.33045258523957
1104.6510569032907,33,794.1593813880744,112.56405289519945
1104.6510569032907,34,787.9945386918744,118.17487448566177
1104.6510569032907,35,735.829649481032,101.08712547927799
1104.6510569032907,36,742.263355360899,105.02049427736749
1104.6510569032907,37,749.7209139704873,114.03963198401094
1104.6510569032907,38,743.7217344480619,110.56432638772426
1104.6510569032907,39,702.2271831021403,99.94468326450493
1104.6510569032907,40,718.7717741617223,98.5179883909056
1104.6510569032907,41,876.3962103235968,130.42851776550978
1104.6510569032907,42,700.7208250630101,106.53862073867845
1104.6510569032907,43,708.683520563124,98.6700726160101
1104.6510569032907,44,754.9207460478697,99.966409582377
1104.6510569032907,45,678.8786334956214,100.51318858215745
1104.6510569032907,46,683.6403181625836,93.95908269074938
1104.6510569032907,47,682.7205707059993,94.14375639266198
1104.6510569032907,48,673.5448224580281,101.59226236980363
1104.6510569032907,49,637.4429242606035,88.56733480549713
1104.6510569032907,50,648.6174937528053,88.97651379208779
1104.6510569032907,51,809.4402249580977,118.28893765449014
1104.6510569032907,52,646.4738303894277,91.50038771822669
1104.6510569032907,53,639.9631771337638,89.62830332824991
1104.6510569032907,54,680.9969494881484,101.12514653555411
1104.6510569032907,55,617.592311831488,85.10922921085917
1104.6510569032907,56,673.309454014414,90.58788236759972
